title,bedrooms,price,location,post_time
PRIVATE BACKYARD_IN UNIT WASHER DRYER_MASSIVE ENTIRE BUILDINGS BASEMEN,,3700,maria hernandez park @dekalb l & m trains,1/13
SMALLER STUDIO STYLE * TRUE 1 BEDROOM * OLDER BUILDING *,studio,1650,bed stuy @ a c & j z trainz,1/13
NewYorkCityApartments.com -  Upper East Side Luxury 1 bed,1br,4340,upper east side,1/13
NewYorkCityApartments.com -  Upper East Side Luxury Studio,studio,3260,upper east side,1/13
NewYorkCityApartments.com 150+ Upper East Side Listings Updated Daily,,8000,upper east side,1/13
NewYorkCityApartments.com 150+ Upper East Side Listings Updated Daily,,4700,upper east side,1/13
NewYorkCityApartments.com 150+ Upper East Side Listings Updated Daily,,3800,upper east side,1/13
RENT STABILIZED DEAL IN THE UPPER EAST SIDE 80s.,,2400,upper east side,1/12
Beautiful 1BD 1 B Apartment in Prime Park Slope/South Slope location!,1br,2675,brooklyn,1/12
3Bed-2bath Apartment,3br,2450,jamaica estates/jamaica hills,1/12
ABSOLUTELY INSANE GP DUPLEX AVAILABLE ASAP,,5999,"greenpoint @ nassau ave g, graham ave l",1/12
large Studio,studio,1200,mount vernon,1/12
HOUSE+3BDRM1BATH+SPLITLEVEL+DISHWASHER+STAINLESSTEEL+TOPFLRSWEETCLEAN!,3br,2200,bensonhurst,1/12
No Fee! Charming Exposed Brick 3 Bed 2 Bath,3br,4500,new york,1/12
Room for rent,,1050,pelham bay park,1/12
Greenpoint 2 Bedroom Available ASAP,2br,4615,"greenpoint @ nassau ave g, graham ave l",1/12
No Fee! Spacious 4 Bed 2 Bath,4br,4695,new york,1/12
CONDO+2BDRM1BATH+BALCONY+ELEVATOR+LAUNDRYONSITE+PRIMELOCATIONRDY2GOCLI,2br,2000,bay ridge,1/12
No Fee! Brand New 3 Bed 3 Bath - Private Rooftop - W/D In Unit,3br,4999,brooklyn,1/12
Rent Stabalized - 3 Bed 1 Bath W/D in Unit,3br,1785,bronx,1/12
Heart of Soho Studio- One of the Best Locations,studio,1750,soho,1/12
No Fee! Sun-Swept 2 Bed 1 Bath,2br,2300,brooklyn,1/12
Gorgeous 1 bed/1 bath apartment available in Flatbush!,1br,1650,flatbush,1/12
No Fee - Charming 2 Bed 1 Bath In Prime Flatbush,2br,2650,brooklyn,1/12
No Fee! Spacious 3 Bed 2 Bath W/D in Unit,3br,3450,brooklyn,1/12
Massive 2 bedroom PLUS OFFICE and1 bath apartment available in Prime F,2br,2800,flatbush,1/12
PLG * 1 BED * LUXURY * DOORMAN * PARKING * GYM * POOL * ELEVATOR,1br,3800,plg,1/12
123 PLG * 5TH FL * 2 BED * 1 BATH * LUXURY * ELEVATOR * PARKING,2br,4650,plg,1/12
Awesome lovely 1 bedroom in Clinton Hill___LAUNDRY____ROOF DECK,1br,2700,clinton hill.,1/12
Brand new 2 Bedroom._____Large rooms_____washer dryer___No fee,2br,2600,bushwick -lm at myrtle wyckoff,1/12
Brand new 2 Bedroom._____Large rooms_____washer dryer___No fee,2br,3000,bushwick -lm at myrtle wyckoff,1/12
No Fee- Brand New 3 Bed 1 Bath - W/D in Building,3br,2504,bronx,1/12
"2BR, LVR, EIK, Office, Sun Room, great for professional, Furnished/Un",2br,2600,stamford - excellent location,1/12
Massive 3 bed/1 bath apartment available in Prime Flatbush!!,3br,2800,flatbush,1/12
One Bedroom Apartment for Rent,1br,1200,norwalk,1/12
"Time Square Luxurary building New Renovation, All-wall window",,2050,midtown west,1/12
PLG * 2 BED * 2 BATH * LUXURY * LAUNDRY * ELEVATOR * PARKING * POOL,2br,4725,plg,1/12
master bedroom w on-suite bathroom in 2b/2b,,2950,downtown brooklyn,1/12
Beautiful & Clean ( 2 Bed ) Close To Transportation *LIMITED TIME*,2br,2200,ozone park / howard beach / woodhaven / crossbay,1/12
39TH STREET AND 50TH AVE BEAUTIFUL ONE BEDROOM AVAILABLE,1br,1790,sunnyside,1/12
39TH STREET AND 50TH AVE BEAUTIFUL ONE BEDROOM AVAILABLE,1br,1700,sunnyside,1/12
"DUPLEX, SHARED YARD, 2.5 Baths 4 Bed Laundry in Building",4br,3795,"ridgewood, queens",1/12
Brand New 1 Bedroom in Clinton Hill,1br,3300,brooklyn,1/12
Brand New Studio in Clinton Hill,studio,2650,brooklyn,1/12
PLG * 2 BED * LUXURY * LAUNDRY * ELEVATOR * PARKING,2br,4800,prospect lefferts garden,1/12
"1600sq ft DUPLEX, YARD, MASSIVE 3 Bed, 1.2 Baths",3br,4300,buswick,1/12
4 bedroom home must see!!,4br,4100,valley stream,1/12
2 Bedroom  Apartment with new Washer/Dryer,2br,2600,canarsie,1/12
Prime Williamsburg 4BR apartment NEW DEVELOPMENT,4br,8500,brooklyn,1/12
____LIVE WORK LOFT____High Ceiling's_______Laundry______Roof Aceess___,,1900,williamsburg right @ l train jefferson stop_________________,1/12
Large bright 3br in Brooklyn!,3br,3100,brooklyn,1/12
3 bedroom available in queens,3br,2500,rockaway,1/12
Large renovated 4 Bedroom and 2 full baths apartment with lots of wind,4br,2999,flatbush,1/12
Gorgeous 2 bed/1 bath sun-filled residence. Brand new renovations,2br,2250,east flatbush,1/12
This Lovely 2 Bed / 1 Bath apartment waiting to be your new home!,2br,2799,prospect lefferts gardens,1/12
CORNER UNIT_CITY VIEWS_2 MONTHS FREE!!!!,,3511,financial district,1/12
W/D In Unit--3 Bed / 2 Bath--Doorman/Gym/Lounge Area--No Extra Fees,3br,3795,sunnyside,1/12
NO FEE ONE BEDROOM UNIT,1br,1850,ozone park/woodahven,1/12
No Fee--Luxury 2 Bed / 2 Bath---W/D In Unit--Doorman Building,2br,3785,sunnyside,1/12
impressive 2-bedroom NO FEE,2br,2800,bushwick,1/12
Spacious 4 Bed 2 Bath NO FEE,4br,3400,ridgewood,1/12
3 Bed 2 bath MARIA Hernandez 2 blocks away 💙NO FEE💙,3br,3200,bushwick,1/12
2 Bed 1 Bath NO FEE,2br,2500,crownheights,1/12
MASSIVE 3 BEDROOM 1 BATH** LAUNDRY IN UNIT**NO FEE,3br,3000,flatbush,1/12
KING SIZED Modern 1 bed apt at BUSHWICK!! **No fee**,1br,2400,brookyln,1/12
BACK ON THE MARKET!! 3 BED 2 BATH w/d in unit,3br,3150,brooklyn,1/12
🌟 Massive 3 Bedroom Apartment! Prospect Park! King sized room! $2950,3br,2950,brooklyn,1/12
🌟Awesome 3 bed 2 bath in Prime Bushwick! $3200!,3br,3200,bushwick,1/12
🌟 Stunning 1 Bedroom apartment W/D in-Unit! $2200,1br,2200,flatbush,1/12
🌟 Beautiful 2 Bedroom Apartment in Bushwick! $2800!,2br,2800,bushwick,1/12
🌟Massive Crown Heights 3 bed 2 bath! $3250!,3br,3250,crown heights,1/12
🌟 Huge Bedstuy 3 Bedroom! $2850,3br,2850,bedstuy,1/12
🌟 Best 4 Bed on Market! Bushwick L/M Train! $3850,4br,3850,bushwick,1/12
🌟 2 Bed + Home Office! Prime Bushwick! $3200,2br,3200,bushwick,1/12
"1, 2, 3bdrms, Rooms & MORE!!",3br,1500,bronx,1/12
Huge 2br Apt. with or w/o Recording Booth (Columbia/Riverside Park),2br,3800,harlem / morningside,1/12
Time Square Luxury Apt 2B2B Second Bedroom for Subletting🏢,,2090,"time square, hell’s kitchen",1/12
Newly Renovated 3 Bedroom 1 Bath in Pelham Bay!,3br,2200,bronx,1/12
**AWESOME** 3 BED 2 FULL BATH IN PRIME BUSHWICK!,3br,3000,bushwick,1/12
Large Studio Apartment  Close to the #7 Train,studio,1600,sunnyside,1/12
3 BEDROOM 1 BATHROOM - 7 EXPRESS STOP - LIGHT & BRIGHT!,3br,3100,woodside,1/12
Newly renovated PROSPECT PARK NEABY 3 Bed 1 Bath P NO FEE,3br,2950,flatbush,1/12
NICE 3 Bed. Free Utilities! PRIME LOCATION. INCLUDES FREE ELECTRIC/CAB,3br,6000,east village,1/12
TRUE 3 BEDROOM. ALL UTILITIES INCLUDED (FREE ELECTRIC). ELEVATOR BUILD,3br,6000,east village,1/12
ID:1415397 Beautiful 2 Bedroom Apartment for Rent,2br,2300,flushing,1/12
LARGE 2 BED. ALL UTILITIES INCLUDED (FREE ELECTRIC/CABLE!!). RENT STAB,2br,4600,east village,1/12
LARGE 2 BED. ALL UTILITIES INCLUDED (FREE ELECTRIC/CABLE!!). RENT STAB,2br,4500,east village,1/12
RENT STABILIZED.  1 Bed. Free Utilities! PRIME LOCATION. INCLUDES FREE,1br,4100,east village,1/12
No Fee - Brand New 2 Bed 1.5 Bath - Coney Island,2br,3350,brooklyn,1/12
RENT STABILIZED. LARGE 1 BED. ALL UTILITIES INCLUDED. Prime location!!,1br,4100,east village,1/12
2741 Fulton Street #4A,,3600,brooklyn,1/12
-----NO FEE----1 MO FREE-----LUX 2 BED 2 BATH-------FULL SERVICE-----,2br,5440,downtown,1/12
AMAZING STUDIO BED 1 BATH,studio,1800,crown heights,1/12
"2Br/1.5Ba Penthouses w/ Private Terrace, Laundry and Central A/C",2br,5495,williamsburg,1/12
------NO FEE----LUX 1 BED-----FULL SERVICE BUILDING----PRIME LOCATION-,1br,3500,downtown,1/12
1Br/1Ba With W/D in unit - Shared rooftop and backyard- YASSSS,1br,2595,bushwick,1/12
"NO FEE! Huge 4br/1ba Half Block to Train, Prime Ridgewood!",4br,3199,ridgewood - forest m,1/12
RENOVATED 2 BEDROOMS APARTMENT,2br,2200,staten island ny,1/12
No fee*Amazing 2 Bdr*rooftop*laundry*elevator*sh backyard*gym*dw*,2br,4095,east village,1/12
Amazing 3 bdr*Laundry*Elevator*sh backyard*no fee,3br,5995,east village,1/12
------NO FEE----LUX 1 BED-----FULL SERVICE BUILDING----PRIME LOCATION-,1br,4100,downtown,1/12
**VERY SPACIOUS** 1 BED 1 BATH LOCATED BETWEEN BUSHWICK AND BEDSTUY!,1br,2500,brooklyn,1/12
Apartamento de Renta,,1350,jamaica,1/12
Furnished Beautiful Studio,studio,1500,astoria,1/12
WILLIAMSBURG * 2 BED * FIFTH FLOOR WALK UP * BIKE STORAGE * MAIL ROOM,2br,3300,williamsburg,1/12
**STUNNING FULLY FURNISHED 3 BED/ 1.5 BATH APT IN CROWN HEIGHTS**,3br,3200,crown heights,1/12
"Amazing Studio in a DM, Elevator, Condo Finishes in  FiDi.",studio,2800,financial district,1/12
Stunning 1 Bed-brand new building-GYM-storage-montrose L-no fee,1br,3300,williamsburg,1/12
** LUXURY STUDIO ** GYM ** ROOFTOP ** LAUNDRY ** ASTORIA **,studio,2426,astoria,1/12
STUDIO TOTALMENTE RENOVADO!!,studio,1450,hempstead,1/12
TWO  3  Bedroom  Apt's  Available,3br,2800,riverdale,1/12
Large 1 Bedroom in Prime Prospect Lefferts Gardens!,1br,2395,prospect lefferts gardens/prospect park,1/12
Oversize 1 BR with Deck and Screen Porch,1br,1885,ridgefield,1/12
AMAZING 2 bed plus HUGE basement @ PRIME BUSHWICK!! **No fee**,2br,3200,brooklyn,1/12
HUGE GORGEOUS 3 bed 2 bath @ MARIA HERNANDEZ PARK!! *No fee*,3br,3200,brooklyn,1/12
MASSIVE 3 bed 2 bath in PRIME Crown Hights!! *in unit laundry* No fee,3br,3200,brooklyn,1/12
**MASSIVE** 3 BED 2 BATH ON FIRST FLOOR IN CLINTON HILL!!,3br,4000,clinton hill,1/12
Rent Stabalized Huge Studio,studio,1600,bronx,1/12
🛑BUSHWICK🛑AMAZING 3BR /J/M/Z Train No Fee,3br,2850,bushwick,1/12
$2395 mo.  2br -1 bath apt for Rent,2br,2395,"hastings on hudson, ny-westchester)",1/12
Beautiful 3bdrm apt next2 Ft. Tryon Pk & Cloisters,3br,2550,inwood / wash hts,1/12
🔥Crown Heights🔥LUXURY NEW🔥3BR/LAUNDRY🔥GYM Balcony/NO FEE 2/5 TRAIN,3br,2750,crown heights,1/12
No Fee * Renovated 1 Bed 1 Bath in Astoria *Elevator & Laundry in Buil,1br,2700,astoria,1/12
Prime Greenpoint 2BR aparrment RENOVATED,2br,4200,brooklyn,1/12
-----NO FEE------LUX 1 BED-----WATERFRONT LIC------FULL SERVICE BUILDI,1br,3535,long island city,1/12
---33RD FLOOR----NO FEE------1 MO FREE----SUN DRENCHED----- 5 MIN TO M,,2999,long island city,1/12
"*MASSIVE ""2 BR."" LOFT 16 FT. CEILING / LENOX HILL EAST 63 ST. & 2 AV.",2br,3850,upper east side,1/12
No Fee Luxury 1 Bed 1 Bath in Upper East Side,1br,3700,upper east side,1/12
BRAND NEW LARGE 3 BEDROOM. HASA CITYFHEPS WELCOME,3br,3200,bronx,1/12
1 Bed 1 Bath//Laundry// Backyard//dishwasher BUSHWICK!! **NO FEE**,1br,2450,bushwick,1/12
Renovated 3 Room Apt w/Yard,,2400,greenpoint,1/12
Magnificent 2 bed/2 Bath Duplex with private terrace in Crown Heights!,2br,3000,brooklyn,1/12
"NO FEE 2 Bedroom with Home Office, Private Outdoor Space, Washer/Dryer",2br,2923,brooklyn,1/12
Large brand new 3 bedroom 2 bathrooms. Hasa CityFheps welcome,3br,3000,bronx,1/12
1BEDROOM MIDTOWN LUXURY HIGHRISE $3200,1br,3200,midtown,1/12
Beautiful 1B/1BA with Private Office & Washer/Dryer in Unit!{REF#1063},,3100,bed-stuy,1/12
NO FEE Two Bedroom with Dishwasher in the Upper East Side!,2br,2860,upper east side,1/12
HUGE 4 BED 2 BATH w/d in unit NO FEE!,4br,3300,bedstuy,1/12
3 Bed 2 Bath// W/d in bdlg***NO FEE**,3br,3000,ridgewood,1/12
GONE GONE   GONE    Apartment for rent,,2500,staten island,1/12
Newly renovated PROSPECT PARK NEABY 3 Bed 1 Bath P NO FEE,3br,2950,flatbush,1/12
SUNNY 1 BED 1 BATH IN PLG!!,1br,2200,"plg, brooklyn",1/12
2 Bed 1 Bath PH + MASSIVE Private Roofdeck,2br,3500,bedstuy/bushwick,1/12
BEAUTIFUL 2 BED/1 BATH WITH PRIVATE ROOFTOP DECK!!!,2br,2900,"crown heights, brooklyn",1/12
Luxury 3 bedroom 2 bath. HASA welcome,3br,3000,bronx,1/12
1 Bedroom Apartment,1br,2250,pleasantville,1/12
1 Bed near Prospect Park! No Broker Fee!,1br,2050,prospect lefferts gardens,1/12
Beautiful 2 bed room apartment for rent in Jersey city,2br,1700,jersey city,1/12
Bright True 2BR Apt in Williamsburg + Dishwasher  + One Flight Up,2br,2700,williamsburg,1/12
RARE Bushwick Loft No Fee!,,2450,bushwick,1/12
BRONX APARTMENTS,,1600,bronx,1/12
YONKERS APARTMENTS,,1600,yonkers,1/12
"Studio on East 35th St,  $2495",studio,2495,murray hill,1/12
SPACIOUS 3 BED 1 BATH IN FLATBUSH!!,3br,3100,"flatbush, brooklyn",1/12
HIGH FLOOR / HIGH CEILINGS / GYM / CONCIERGE / THREE OUTDOOR SPACES /,,6800,tribeca,1/12
Gorgeous newly renovated 2 bedroom/ 2 bath apartment in Crown Height!,2br,3240,brooklyn,1/12
NEWLY RENOVATED / HIGH CEILINGS / WASHER & DRYER / DISHWASHER / FITNES,,8036,west village,1/12
PENTHOUSE / PVT TERRACE / LAUNDRY IN UNIT / HIGH CEILINGS / FITNESS CE,,11925,west village,1/12
KING SIZED BEDROOM / WIK / WASHER & DRYER / GYM / CONCIERGE,,5363,west village,1/12
!*INSANE LOCATION!*PRIME BED-STUY STUDIO!*LAUNDY ON SITE!*WOW!,studio,1695,bedford stuyvesant prime!,1/12
QUEEN SIZED BEDROOMS / WALKIN CLOSET / WIK / LAUNDRY IN UNIT / OPEN VI,,8433,west village,1/12
Gorgeous 3 Bedroom Apt with W/D Hookups - Available Now!,3br,2250,staten island,1/12
Spacious 2 Bedroom Condo with Private Balcony and Garage Parking,2br,2400,staten island,1/12
STUDIO / OPEN VIEWS / PARKING / GYM / WASHER & DRYER / DISHWASHER,studio,4395,west village,1/12
Very bright -- work from home dream CORNER UNIT!,,2300,steps from brooklyn college,1/12
$775 per room! ---- ASAP ONLY ----,,2325,brooklyn college,1/12
OPEN VIEWS / WASHERY & DRYER / DISHWASHER / GYM / ROOFDECK / CONCIERGE,,5350,west village,1/12
2 Studio Apts avail--1PERSON OCCUPANCY-NO PETS,studio,1400,bay ridge,1/12
Beautiful 4 bedroom for rent in Bronx NY,4br,3000,"wakefield, bronx ny",1/12
3 Bedroom // 1 bath // central ac heat // no fee,3br,2800,bushwick,1/12
HIGH FLOOR / LAUNDRY IN UNIT / ROOFDECK / FLOOR TO CEILING WINDOWS / O,,4595,soho,1/12
Huge three bed one bath apartment in Bedstuy,3br,3000,bedstuy,1/12
2 Bedroom apartment for rent  $1800,2br,1800,"east elmhurst, queens",1/12
Stunning New 2 Bed w/ Laundry in Prime Williamsburg! No Fee!,2br,6825,williamsburg,1/12
Lovely Brownstone Studio!,studio,2200,bed-stuy,1/12
Rad Work/Live Loft in Prime Bushwick! No Fee!,,1925,bushwick,1/12
Awesome 2 Bed Near the Park! No Fee!,2br,3000,bushwick,1/12
Stunning New Luxury Studio in Prime Williamsburg!,studio,3275,williamsburg,1/12
ARTIST DREAM,,3545,brooklyn ny,1/12
ARTSY LOFT,,2750,brooklyn ny,1/12
Incredible Brand New Massive 2 Bed 2 Bath Downtown BK NO FEE,2br,7500,downtown brooklyn,1/12
**STUNNING 3 BED/ 1 BATH APARTMENT IN PRIME BUSHWICK*NO FEE**,3br,2950,bushwick,1/12
Amazing 1 bedroom located in the hearth of the UWS,1br,4494,upper west side,1/12
Spacious 3 bed 1.5 duplex with a private backyard,3br,3200,bushwick,1/12
Spacious 3 bed 1 bath furnished short term,3br,3200,bushwick,1/12
Spacious 1BD in Borough Park**Elevator**Live In-Super,1br,1700,borough park,1/12
1 Bed_High Ceilings_Exposed Brick_Fireplace_1st Fl,1br,2600,midtown west,1/12
2 Bedroom Box Apartment in Ridgewood,2br,2399,ridgewood,1/12
Fully Renovated 2 Bedroom,2br,2500,richmond hill,1/12
"$2,1oo XXL 1Bed 1Bath CONDO w/Elevator+Laundry+Dishwasher",1br,2,off austin street,1/12
MASSIVE 3 Bedroom with balcony and 1.5 baths!,3br,3300,astoria,1/12
**STUDIO FOR RENT IN FRESH MEADOWS**,studio,1600,fresh meadows,1/12
3BR NO_FEE_+_1_MONTH_FREE Apt in south park slope industry city,3br,3975,park slope south _no_fee_+ 1 free rent,1/12
Cats and Dogs Welcome! We are Pet Friendly! 2 BD / 2 BA,2br,3495,elmsford,1/12
**STUNNING 2 BED/ 1 BATH APT WITH AMENITIES IN EAST FLATBUSH**,2br,2550,farragut,1/12
Cats and Dogs Welcome! We are Pet Friendly! 2 BD / 2 BA,2br,2984,elmsford,1/12
"2 BEDROOM, NEWLY RENOVATED",2br,2100,douglaston,1/12
Bright 3BR with private elevator on 27th Street in LIC!,3br,4200,hunters point/lic,1/12
**GORGEOUS 2 BED/ 1 BATH APARTMENT IN BED-STUY*NO FEE**,2br,2700,bedford-stuyvesant,1/12
Stunning 4 bedroom / 2 bath Apartment for rent,4br,3500,whitestone,1/12
Newly Renovated 2 Bedroom Apt in Private Home,2br,2500,"bellerose, ny",1/12
Huge 3BR on 90th Street in Bay Ridge near R subway!,3br,2700,brooklyn,1/12
East Williamsburg Loft!,,3650,"east williamsburg, brooklyn",1/12
3 bedrooms 2 baths fully renovated Bayridge 3 ave 79 street,3br,2400,bayridge,1/12
PARKING *LAUNDRY*SEPARATE ENTR.PORCH*DISHWASHER*,,2200,white plains,1/12
Bedroom Apt**Hot water included,,1995,n.e/bronx,1/12
TWO BED DUPLEX WITH BACKYARD! February 1 move-in!,2br,3100,bushwick,1/12
GORGEOUS NEW 2 BED WITH LAUNDRY IN THE UNIT!! large living room,2br,2500,flatbush,1/12
MODERN 4 BED FLAT IN PRIME RIDGEWOOD!! Gorgeous unit with skylights!,4br,3675,ridgewood,1/12
One bed flat!! Best of Bushwick and Bed-Stuy,1br,2350,bushwick,1/12
CHEAP THREE BED FLAT -  AVAILABLE NOW😳😳,3br,2550,ocean hill,1/12
🌟 2 Bed + Home Office! Prime Bushwick! $3200,2br,3200,bushwick,1/12
🌟 Best 4 Bed on Market! Bushwick L/M Train! $3850,4br,3850,bushwick,1/12
🌟 Huge Bedstuy 3 Bedroom! $2850,3br,2850,bedstuy,1/12
🌟Massive Crown Heights 3 bed 2 bath! $3250!,3br,3250,crown heights,1/12
🌟 Beautiful 2 Bedroom Apartment in Bushwick! $2800!,2br,2800,bushwick,1/12
🌟 Stunning 1 Bedroom apartment W/D in-Unit! $2200,1br,2200,flatbush,1/12
🌟Awesome 3 bed 2 bath in Prime Bushwick! $3200!,3br,3200,bushwick,1/12
🌟 Massive 3 Bedroom Apartment! Prospect Park! King sized room! $2950,3br,2950,brooklyn,1/12
"Chic duplex with a huge basement. Two floor, two entrance.",,3300,bushwick,1/12
SPACIOUS STUDIO*BUILDING*LAUNDRY*PARKING*CLOSE TO ALL*CAT OK**********,studio,1595,white plains,1/12
BRAND NEW HUGE 3 Bed/4 Full Bath duplex. PRIVATE BACKYARD!,3br,3400,greenpoint,1/12
in the heart of brooklyn brand new 3 bedroom duplex apartment,3br,3500,bed-stuy,1/12
A brand building offering Luxurious living options and amenities.,,3163,bed-stuy,1/12
Huge apartment in a great location. All 3 bedrooms large.,3br,3600,bushwick,1/12
Recently renovated 3 bedroom apartment.,3br,3400,bed-stuy,1/12
Gorgeous 2 beds in elevator building.,2br,3288,bushwick,1/12
Chic 3BR with 1.5 Bath. Great setup for roommates with different budge,3br,3400,bushwick,1/12
Spacious 3br apt - Lots of natural sunlight throughout,3br,2800,crown heights,1/12
Huge apartment in a great location. All 3 bedrooms large.,3br,3600,bushwick,1/12
"Spacious and affordable true 1bed available. roof deck, Paking!",1br,3050,williamsburg,1/12
Gorgeous 3 bedroom apartment with 1.5 bathrooms Stainless steel applia,3br,3000,flatbush,1/12
Brand New 2 bed 1 bath with in unit washer and dryer,2br,3400,crown heights,1/12
Large 1br in prime Bushwick,1br,2800,bushwick,1/12
These newly renovated 2 Bedroom duplex has a large basement space,2br,3599,bushwick,1/12
Spacious 3br duplex apt in great location - Large bedrooms!,3br,3600,bed-stuy,1/12
This brand new renovation offers all the comfort and beauty,,3050,bed-stuy,1/12
BRAND NEW HUGE 3 Bed/4 Full Bath duplex unit,3br,3400,greenpoint,1/12
Huge 4br/2bath nestled in the heart of tree-lined Crown Heights.,4br,3550,crown heights,1/12
Beautiful 4 bedroom in the heart of Crown Heights.,4br,3400,crown heights,1/12
2.5 Bed Room Attic Apt - 270 E Prospect Ave,5br,1850,mount vernon,1/12
Stunning Luxury Fort Greene 1 Bedroom,1br,4925,fort greene,1/12
HUGE 3 Room LOFT space with Soundproofed MUSIC ROOM,,3600,greenpoint,1/12
2 Bed 1 Bath NO FEE,2br,2500,crownheights,1/12
Renovated Large 2BR w/ New Kitchen By Brooklyn Museum & Park,2br,2995,prospect heights / franklin ave / prospect park,1/12
"MASSIVE ONE BED, SUPER BRIGHT, NO FEE",1br,2750,bed-stuy,1/12
"*UNBEATABLE HUGE ""1 BR""  / GREAT PRICE & LAYOUT / WEST 37 ST. & 10 AV.",1br,2450,chelsea,1/12
BROWNSTONE 2 BED/2 BATH LAUNDRY IN UNIT,2br,4035,prospect heights,1/12
Gigantic Loft,,3300,bed-stuy,1/12
*HUGE 3 BED 2 BATH IN PRIME BUSHWICK! SHARED YARD & LAUNDRY!*,3br,3200,bushwick,1/12
Gorgeous 1237 sq ft 2 bed / 2 bath - Prime location in Elmsford,2br,3760,elmsford,1/12
GORGEOUS 3 BED 2 BATH IN CROWN HEIGHTS!! IN-UNIT W/D & PRIVATE BALCONY,3br,3000,crown heights,1/12
Apartment for Rent,,1800,brooklyn,1/12
Beautiful Brand New Prospects Heights 1 Bed NO FEE,1br,3590,prospect heights,1/12
MASSIVE 4 BED 2 BATH IN GREAT BUSHWICK LOCATION! BIG ROOMS W/ NO FEE!,4br,4000,bushwick,1/12
HUGE 3 BED 1.5 BATH DUPLEX IN BEDSTUY! PRIVATE YARD & SHARED LAUNDRY!,3br,3500,bedstuy,1/12
Beautiful 2 bed/2 bath Brooklyn apartment available,2br,3595,bushwick,1/12
Stunning Brand New Luxury Greenpoint 1 Bed,1br,4415,greenpoint,1/12
Spacious 2 bedroom for rent in a prime neighborhood,2br,1995,albany crescent,1/12
HUGE 3 bed/2 Bath apartment in Crown Heights! (Washer/Dryer in unit!),3br,3200,brooklyn,1/12
3 bed/1 bath Flat with tons of Character in PRIME Greenpoint! (Rent stabilized),3br,4615,brooklyn,1/12
Magnificent 2 bed/2 Bath Duplex with private terrace in Crown Heights!,2br,3000,brooklyn,1/12
PRIME WILLIAMSBURG HUGE 2BR SUPER SUNNY KING SIZED PRE WAR CALL ASAP,2br,3299,brooklyn,1/12
Large studio for rent,studio,1300,gates place,1/12
Extra Sunny n Spacious One Bed on Franklin Ave,1br,2800,brooklyn,1/12
TRANQUIL SUN SWEPT WV 1 BED OASIS___PRIME LOCATION - A STEAL!,1br,3995,west village,1/12
1 Bed 1 Bath//Laundry// Backyard//dishwasher BUSHWICK!! **NO FEE**,1br,2450,bushwick,1/12
3 Bed 2 Bath NO FEE,3br,3000,brooklyn,1/12
SLEEK 3 Bed 1 Bath + Balcony,3br,2850,flatbush,1/12
2 Bed 2 Bath Duplex + Private roofdeck!!! No fre,2br,2900,crownheights,1/12
Gorgeous 1 bedroom East Harlem (E108 & 2nd avenue)! Nov 1st move in!,1br,2595,east harlem,1/12
Newly Renovated 1 bedroom in Hells Kitchen with Rooftop! $2895! ASAP!,1br,2895,midtown west,1/12
** $400 PRICE DROP! ** WILL NOT LAST! 3 BEDROOM EAST 50th & Second Ave,3br,5495,midtown east,1/12
"2 Bedroom, UES (E100th), High Ceilings, Natural Light, No FEE!",2br,3095,upper east side,1/12
No FEE!! 1 Bedroom in LUXURY BUILDING IN ASTORIA! 🔥✨  Rare Location!,1br,3200,astoria,1/12
